planet_name,host_star,discovery_method,discovery_year,orbital_period_days,planet_mass_earth,planet_radius_earth,equilibrium_temp_k,distance_parsecs,in_habitable_zone
Kepler-258 c,Kepler-258,Transit,2014.0,33.653079,,3.61,,575.988,False
Kepler-260 c,Kepler-260,Transit,2014.0,76.050178,,1.74,,627.365,False
Kepler-261 c,Kepler-261,Transit,2014.0,24.570858,,2.0,,317.499,False
Kepler-264 c,Kepler-264,Transit,2014.0,140.101261,,2.83,,942.173,False
Kepler-125 c,Kepler-125,Transit,2014.0,5.774464,,0.74,,183.365,False
Kepler-265 b,Kepler-265,Transit,2014.0,6.846262,,1.86,,1280.25,False
Kepler-266 c,Kepler-266,Transit,2014.0,107.723601,,3.89,,1370.79,False
Kepler-267 c,Kepler-267,Transit,2014.0,6.87745,,2.13,,264.993,False
Kepler-269 c,Kepler-269,Transit,2014.0,8.127899,,1.69,,2257.32,False
Kepler-272 d,Kepler-272,Transit,2014.0,10.937304,,2.25,,889.608,False
Kepler-275 d,Kepler-275,Transit,2014.0,35.676062,,3.33,,2034.25,False
Kepler-206 d,Kepler-206,Transit,2014.0,23.44281,,1.19,,594.447,False
Kepler-208 e,Kepler-208,Transit,2014.0,16.259458,,1.48,,775.328,False
Kepler-344 c,Kepler-344,Transit,2014.0,125.596809,,2.95,,1002.94,False
Kepler-345 b,Kepler-345,Transit,2014.0,7.415563,,0.74,,,False
Kepler-346 c,Kepler-346,Transit,2014.0,23.851549,,3.07,,984.105,False
Kepler-349 c,Kepler-349,Transit,2014.0,12.247629,,1.96,,940.724,False
Kepler-350 b,Kepler-350,Transit,2014.0,11.189562,,1.85,,956.859,False
Kepler-351 b,Kepler-351,Transit,2014.0,37.054919,,3.06,,1083.91,False
Kepler-352 b,Kepler-352,Transit,2014.0,10.05537,,0.86,,252.733,False
Kepler-267 d,Kepler-267,Transit,2014.0,28.464515,,2.27,,264.993,False
Kepler-353 b,Kepler-353,Transit,2014.0,5.795278,,0.89,,384.694,False
Kepler-85 d,Kepler-85,Transit,2014.0,17.91323,,1.2,,765.025,False
Kepler-85 e,Kepler-85,Transit,2014.0,25.216751,,1.27,,765.025,False
Kepler-354 d,Kepler-354,Transit,2014.0,24.209842,,1.24,,554.064,False
Kepler-355 b,Kepler-355,Transit,2014.0,11.03189,,1.46,,1432.17,False
Kepler-356 b,Kepler-356,Transit,2014.0,4.612696,,1.57,,707.559,False
Kepler-357 b,Kepler-357,Transit,2014.0,6.475434,,1.84,,688.573,False
Kepler-357 c,Kepler-357,Transit,2014.0,16.85837,,2.67,,688.573,False
Kepler-358 b,Kepler-358,Transit,2014.0,34.060467,,2.72,,1101.1,False
Kepler-359 b,Kepler-359,Transit,2014.0,25.563222,,3.53,,1443.21,False
Kepler-360 c,Kepler-360,Transit,2014.0,7.186434,,2.1,,876.044,False
Kepler-417 b,Kepler-417,Transit Timing Variations,2014.0,12.331,11.0,2.31,,973.989,False
Kepler-363 c,Kepler-363,Transit,2014.0,7.542427,,1.69,,762.596,False
Kepler-363 b,Kepler-363,Transit,2014.0,3.614568,,1.16,,762.596,False
Kepler-364 b,Kepler-364,Transit,2014.0,25.745718,,1.55,,891.462,False
Kepler-272 b,Kepler-272,Transit,2014.0,2.971353,,1.43,,889.608,False
Kepler-366 c,Kepler-366,Transit,2014.0,12.51616,,1.79,,1856.28,False
Kepler-367 c,Kepler-367,Transit,2014.0,53.578637,,1.2,,188.027,False
Kepler-143 c,Kepler-143,Transit,2014.0,27.082511,,3.37,,809.467,False
Kepler-415 b,Kepler-415,Transit Timing Variations,2014.0,4.176,119.9,1.21,,530.487,False
Kepler-369 b,Kepler-369,Transit,2014.0,2.732756,,1.13,,,False
Kepler-370 b,Kepler-370,Transit,2014.0,4.57953,,1.59,,1167.94,False
Kepler-373 c,Kepler-373,Transit,2014.0,16.725948,,1.24,,1090.45,False
Kepler-374 d,Kepler-374,Transit,2014.0,5.028219,,1.31,,1265.61,False
Kepler-374 b,Kepler-374,Transit,2014.0,1.897806,,1.03,,1265.61,False
Kepler-375 b,Kepler-375,Transit,2014.0,12.125934,,1.45,,1238.81,False
Kepler-376 b,Kepler-376,Transit,2014.0,4.920199,,1.07,,923.067,False
Kepler-377 b,Kepler-377,Transit,2014.0,12.509529,,1.39,,823.804,False
Kepler-392 b,Kepler-392,Transit,2014.0,5.341853,,1.0,,681.428,False
Kepler-122 d,Kepler-122,Transit,2014.0,21.587475,,2.2,,1027.45,False
Kepler-399 b,Kepler-399,Transit,2014.0,14.425281,,0.96,,740.537,False
Kepler-399 c,Kepler-399,Transit,2014.0,26.67569,,1.43,,740.537,False
Kepler-126 c,Kepler-126,Transit,2014.0,21.869741,,1.58,,237.401,False
Kepler-400 c,Kepler-400,Transit,2014.0,17.340824,,1.49,,845.97,False
Kepler-401 c,Kepler-401,Transit,2014.0,47.318218,,2.15,,965.56,False
Kepler-402 e,Kepler-402,Transit,2014.0,11.242861,,1.46,,625.339,False
Kepler-402 b,Kepler-402,Transit,2014.0,4.028751,,1.22,,625.339,False
Kepler-402 d,Kepler-402,Transit,2014.0,8.921099,,1.38,,625.339,False
Kepler-403 c,Kepler-403,Transit,2014.0,54.280749,,1.75,,840.269,False
Kepler-404 c,Kepler-404,Transit,2014.0,14.751166,,1.72,,812.524,False
Kepler-380 c,Kepler-380,Transit,2014.0,7.630004,,1.27,,813.713,False
Kepler-381 b,Kepler-381,Transit,2014.0,5.629021,,0.99,,267.323,False
Kepler-382 c,Kepler-382,Transit,2014.0,12.162701,,1.59,,935.446,False
Kepler-383 c,Kepler-383,Transit,2014.0,31.200751,,1.24,,,False
Kepler-384 c,Kepler-384,Transit,2014.0,45.348269,,1.13,,895.678,False
Kepler-385 b,Kepler-385,Transit,2014.0,10.043686,,2.73,,1432.61,False
Kepler-387 c,Kepler-387,Transit,2014.0,11.837549,,0.89,,801.052,False
Kepler-388 c,Kepler-388,Transit,2014.0,13.297004,,0.86,,,False
Kepler-393 c,Kepler-393,Transit,2014.0,14.613612,,1.33,,881.404,False
Kepler-394 c,Kepler-394,Transit,2014.0,12.130686,,1.66,,1058.72,False
Kepler-292 c,Kepler-292,Transit,2014.0,3.715335,,1.47,,1056.48,False
Kepler-395 b,Kepler-395,Transit,2014.0,7.054346,,1.03,,421.382,False
Kepler-292 b,Kepler-292,Transit,2014.0,2.580827,,1.32,,1056.48,False
Kepler-298 d,Kepler-298,Transit,2014.0,77.473633,,2.5,,518.204,False
Kepler-299 b,Kepler-299,Transit,2014.0,2.927128,,1.32,,1052.24,False
Kepler-301 d,Kepler-301,Transit,2014.0,13.751243,,1.75,,719.166,False
Kepler-301 c,Kepler-301,Transit,2014.0,5.419026,,1.35,,719.166,False
Kepler-304 d,Kepler-304,Transit,2014.0,9.653471,,2.75,,434.684,False
Kepler-304 c,Kepler-304,Transit,2014.0,5.315946,,2.17,,434.684,False
Kepler-54 d,Kepler-54,Transit,2014.0,20.995694,,1.53,,271.701,False
Kepler-305 d,Kepler-305,Transit,2014.0,16.74,6.2,2.76,,868.477,False
Kepler-306 d,Kepler-306,Transit,2014.0,17.326644,,2.47,,775.679,False
Kepler-306 e,Kepler-306,Transit,2014.0,44.840975,,2.27,,775.679,False
Kepler-84 e,Kepler-84,Transit,2014.0,27.434389,,2.6,,1023.9,False
Kepler-84 d,Kepler-84,Transit,2014.0,4.224537,,1.38,,1023.9,False
Kepler-84 f,Kepler-84,Transit,2014.0,44.552169,,2.2,,1023.9,False
Kepler-310 d,Kepler-310,Transit,2014.0,92.876125,,2.47,,602.268,False
Kepler-414 b,Kepler-414,Transit Timing Variations,2014.0,4.7,3.5,1.71,,413.46,False
Kepler-55 e,Kepler-55,Transit,2014.0,4.617534,,1.55,,578.796,False
Kepler-310 b,Kepler-310,Transit,2014.0,13.930698,,1.19,,602.268,False
Kepler-311 c,Kepler-311,Transit,2014.0,19.738286,,1.43,,778.654,False
Kepler-313 c,Kepler-313,Transit,2014.0,32.273273,,2.57,,,False
Kepler-142 b,Kepler-142,Transit,2014.0,2.024152,,1.99,,548.686,False
Kepler-314 b,Kepler-314,Transit,2014.0,2.461069,,0.83,,268.881,False
Kepler-55 f,Kepler-55,Transit,2014.0,10.198545,,1.59,,578.796,False
Kepler-316 b,Kepler-316,Transit,2014.0,2.240508,,1.06,,384.938,False
Kepler-317 c,Kepler-317,Transit,2014.0,8.77501,,1.72,,940.584,False
Kepler-318 c,Kepler-318,Transit,2014.0,11.815007,,3.68,,489.141,False
Kepler-319 d,Kepler-319,Transit,2014.0,31.781925,,2.29,,503.436,False
Kepler-319 b,Kepler-319,Transit,2014.0,4.362705,,1.63,,503.436,False
Kepler-321 b,Kepler-321,Transit,2014.0,4.915379,,1.77,,384.542,False
Kepler-322 b,Kepler-322,Transit,2014.0,1.653888,,1.01,,400.48,False
Kepler-323 b,Kepler-323,Transit,2014.0,1.678328,3.9,1.381,1838.0,454.883,False
Kepler-250 b,Kepler-250,Transit,2014.0,4.148141,,1.13,,760.585,False
Kepler-324 b,Kepler-324,Transit,2014.0,4.385315,,1.14,,501.574,False
Kepler-325 c,Kepler-325,Transit,2014.0,12.762172,,2.54,,823.242,False
Kepler-325 d,Kepler-325,Transit,2014.0,38.715185,,2.79,,823.242,False
Kepler-326 b,Kepler-326,Transit,2014.0,2.248329,,1.52,,487.675,False
Kepler-326 d,Kepler-326,Transit,2014.0,6.766888,,1.21,,487.675,False
Kepler-256 b,Kepler-256,Transit,2014.0,1.620493,,1.59,,1026.43,False
Kepler-416 c,Kepler-416,Transit Timing Variations,2014.0,12.209,,,,690.819,False
Kepler-327 d,Kepler-327,Transit,2014.0,13.969457,,1.73,,241.987,False
Kepler-327 c,Kepler-327,Transit,2014.0,5.212333,,1.03,,241.987,False
Kepler-329 b,Kepler-329,Transit,2014.0,7.416397,,1.4,,439.719,False
Kepler-200 c,Kepler-200,Transit,2014.0,10.222157,,1.59,,665.912,False
Kepler-208 d,Kepler-208,Transit,2014.0,11.131786,,1.2,,775.328,False
Kepler-215 e,Kepler-215,Transit,2014.0,68.16101,,1.75,,485.997,False
Kepler-217 c,Kepler-217,Transit,2014.0,8.586004,,1.85,,1104.64,False
Kepler-220 d,Kepler-220,Transit,2014.0,28.122397,,0.98,,171.109,False
Kepler-220 e,Kepler-220,Transit,2014.0,45.902733,,1.33,,171.109,False
Kepler-220 b,Kepler-220,Transit,2014.0,4.159807,,0.81,,171.109,False
Kepler-154 c,Kepler-154,Transit,2014.0,62.303276,,2.95,,915.212,False
Kepler-368 c,Kepler-368,Transit,2014.0,72.379334,,3.88,,770.978,False
Kepler-149 b,Kepler-149,Transit,2014.0,29.198943,,4.21,,571.034,False
Kepler-371 c,Kepler-371,Transit,2014.0,67.968015,,1.78,,813.192,False
Kepler-167 b,Kepler-167,Transit,2014.0,4.3931539,,1.718,918.0,341.908,False
Kepler-372 d,Kepler-372,Transit,2014.0,30.092568,,1.69,,1493.95,False
Kepler-372 b,Kepler-372,Transit,2014.0,6.849692,,1.36,,1493.95,False
Kepler-234 b,Kepler-234,Transit,2014.0,2.711506,,3.7,,1733.1,False
Kepler-378 c,Kepler-378,Transit,2014.0,28.906009,,0.7,,152.094,False
Kepler-379 b,Kepler-379,Transit,2014.0,20.09838,,1.66,,731.274,False
Kepler-198 b,Kepler-198,Transit,2014.0,17.790037,,2.82,,495.358,False
Kepler-146 b,Kepler-146,Transit,2014.0,31.158799,,3.71,,716.797,False
Kepler-186 f,Kepler-186,Transit,2014.0,129.9441,,1.17,,177.594,False
Kepler-386 b,Kepler-386,Transit,2014.0,12.31043,,1.39,,882.462,False
Kepler-157 c,Kepler-157,Transit,2014.0,13.5405,,2.24,,773.713,False
Kepler-334 b,Kepler-334,Transit,2014.0,5.470319,,1.12,,426.59,False
Kepler-334 d,Kepler-334,Transit,2014.0,25.09849,,1.41,,426.59,False
Kepler-336 c,Kepler-336,Transit,2014.0,9.600001,,2.1,,768.86,False
Kepler-138 d,Kepler-138,Transit,2014.0,23.0923,2.1,1.51,345.0,66.8624,False
Kepler-336 b,Kepler-336,Transit,2014.0,2.024823,,1.02,,768.86,False
Kepler-337 b,Kepler-337,Transit,2014.0,3.292781,,1.54,,677.975,False
Kepler-338 c,Kepler-338,Transit,2014.0,24.310856,,2.34,,552.798,False
Kepler-338 d,Kepler-338,Transit,2014.0,44.431014,,3.0,,552.798,False
Kepler-338 e,Kepler-338,Transit Timing Variations,2014.0,9.341,8.5,1.56,,552.798,False
Kepler-339 d,Kepler-339,Transit,2014.0,10.558345,,1.17,,616.637,False
Kepler-339 c,Kepler-339,Transit,2014.0,6.988055,,1.15,,616.637,False
Kepler-341 d,Kepler-341,Transit,2014.0,27.666313,,1.85,,1047.03,False
Kepler-341 b,Kepler-341,Transit,2014.0,5.195528,,1.18,,1047.03,False
Kepler-341 e,Kepler-341,Transit,2014.0,42.473269,,1.99,,1047.03,False
Kepler-342 d,Kepler-342,Transit,2014.0,39.459357,,2.49,,781.611,False
Kepler-230 c,Kepler-230,Transit,2014.0,91.773242,,2.04,,740.754,False
Kepler-233 c,Kepler-233,Transit,2014.0,60.418955,,2.71,,856.417,False
Kepler-106 d,Kepler-106,Transit,2014.0,23.9802,8.1,0.95,,444.322,False
Kepler-81 d,Kepler-81,Transit,2014.0,20.837846,,1.21,,348.291,False
Kepler-262 b,Kepler-262,Transit,2014.0,13.060855,,1.36,,613.129,False
Kepler-263 c,Kepler-263,Transit,2014.0,47.332773,,2.47,,754.747,False
Kepler-265 e,Kepler-265,Transit,2014.0,67.831024,,2.59,,1280.25,False
Kepler-265 d,Kepler-265,Transit,2014.0,43.130617,,2.49,,1280.25,False
Kepler-24 e,Kepler-24,Transit,2014.0,18.998355,,2.78,,1156.81,False
Kepler-24 d,Kepler-24,Transit,2014.0,4.244384,,1.67,,1156.81,False
Kepler-270 c,Kepler-270,Transit,2014.0,25.262887,,1.77,,948.781,False
Kepler-79 e,Kepler-79,Transit,2014.0,81.0659,4.1,3.49,,1020.72,False
Kepler-282 b,Kepler-282,Transit,2014.0,9.220524,,1.01,,1337.61,False
Kepler-282 c,Kepler-282,Transit,2014.0,13.638723,,1.2,,1337.61,False
Kepler-283 c,Kepler-283,Transit,2014.0,92.743711,,1.82,,468.094,False
Kepler-286 e,Kepler-286,Transit,2014.0,29.221289,,1.77,,1226.85,False
Kepler-288 d,Kepler-288,Transit,2014.0,56.633742,,2.67,,1194.15,False
Kepler-58 d,Kepler-58,Transit,2014.0,40.101371,,2.94,,969.252,False
Kepler-295 c,Kepler-295,Transit,2014.0,21.526258,,1.17,,1699.19,False
Kepler-101 b,Kepler-101,Transit,2014.0,3.4876812,51.1,5.77,1513.0,927.981,False
Kepler-295 d,Kepler-295,Transit,2014.0,33.884054,,1.36,,1699.19,False
Kepler-299 e,Kepler-299,Transit,2014.0,38.285489,,1.87,,1052.24,False
Kepler-308 c,Kepler-308,Transit,2014.0,15.38231,,2.16,,1335.92,False
Kepler-124 d,Kepler-124,Transit,2014.0,30.950851,,1.11,,420.046,False
Kepler-124 b,Kepler-124,Transit,2014.0,3.410493,,0.73,,420.046,False
Kepler-397 b,Kepler-397,Transit,2014.0,22.250949,,2.46,,,False
Kepler-398 c,Kepler-398,Transit,2014.0,11.419412,,1.01,,177.355,False
Kepler-187 c,Kepler-187,Transit,2014.0,10.640263,,2.67,,1143.0,False
Kepler-250 c,Kepler-250,Transit,2014.0,7.156804,,2.28,,760.585,False
Kepler-390 c,Kepler-390,Transit,2014.0,13.060022,,0.79,,435.277,False
Kepler-391 c,Kepler-391,Transit,2014.0,20.501,450.0,2.88,662.0,869.236,False
Kepler-392 c,Kepler-392,Transit,2014.0,10.423118,,1.1,,681.428,False
Kepler-147 c,Kepler-147,Transit,2014.0,33.416423,,2.43,,1042.02,False
Kepler-235 b,Kepler-235,Transit,2014.0,3.340222,,2.23,,428.018,False
Kepler-183 c,Kepler-183,Transit,2014.0,11.637071,,2.27,,1050.64,False
Kepler-158 b,Kepler-158,Transit,2014.0,16.709184,,2.12,,315.177,False
Kepler-236 c,Kepler-236,Transit,2014.0,23.968127,,2.0,,288.763,False
Kepler-168 c,Kepler-168,Transit,2014.0,13.193242,,2.69,,1343.6,False
Kepler-117 b,Kepler-117,Transit,2014.0,18.7959228,29.875,8.059,984.0,1455.57,False
Kepler-199 b,Kepler-199,Transit,2014.0,23.637604,,3.11,,521.054,False
Kepler-237 c,Kepler-237,Transit,2014.0,8.103636,,2.08,,657.822,False
Kepler-150 c,Kepler-150,Transit,2014.0,7.381998,,3.69,,891.092,False
Kepler-274 b,Kepler-274,Transit,2014.0,11.634788,,1.54,,1333.62,False
Kepler-428 b,Kepler-428,Transit,2014.0,3.52563254,403.63,12.11,1070.0,686.284,False
Kepler-274 c,Kepler-274,Transit,2014.0,33.197861,,1.84,,1333.62,False
Kepler-296 f,Kepler-296,Transit,2014.0,63.33627,,1.8,,,False
Kepler-312 b,Kepler-312,Transit,2014.0,1.772419,,1.29,,797.72,False
Kepler-239 b,Kepler-239,Transit,2014.0,11.763051,,2.33,,648.109,False
Kepler-315 c,Kepler-315,Transit,2014.0,265.469335,,4.15,,1160.63,False
Kepler-240 c,Kepler-240,Transit,2014.0,7.953528,,2.2,,746.927,False
Kepler-159 b,Kepler-159,Transit,2014.0,10.139623,,2.38,,373.744,False
Kepler-320 c,Kepler-320,Transit,2014.0,17.934937,,1.37,,826.613,False
Kepler-320 b,Kepler-320,Transit,2014.0,8.371554,,1.14,,826.613,False
Kepler-169 e,Kepler-169,Transit,2014.0,13.767102,,2.2,,406.529,False
Kepler-151 b,Kepler-151,Transit,2014.0,15.228958,,3.06,,649.919,False
Kepler-332 c,Kepler-332,Transit,2014.0,15.995622,,1.09,,344.19,False
Kepler-241 b,Kepler-241,Transit,2014.0,12.718092,,2.33,,,False
Kepler-143 b,Kepler-143,Transit,2014.0,16.007583,,2.41,,809.467,False
Kepler-332 d,Kepler-332,Transit,2014.0,34.21154,,1.18,,344.19,False
Kepler-335 c,Kepler-335,Transit,2014.0,67.844469,,3.07,,1278.97,False
Kepler-340 b,Kepler-340,Transit,2014.0,14.844387,,2.53,,808.762,False
Kepler-342 c,Kepler-342,Transit,2014.0,26.234138,,1.96,,781.611,False
Kepler-200 b,Kepler-200,Transit,2014.0,8.594805,,2.13,,665.912,False
Kepler-343 c,Kepler-343,Transit,2014.0,23.22182,,2.02,,927.193,False
Kepler-201 b,Kepler-201,Transit,2014.0,25.672083,,2.46,,636.445,False
Kepler-127 b,Kepler-127,Transit,2014.0,14.435889,,1.4,,352.794,False
Kepler-209 c,Kepler-209,Transit,2014.0,41.749882,,3.1,,576.946,False
Kepler-229 d,Kepler-229,Transit,2014.0,41.194912,,3.85,,826.265,False
Kepler-130 d,Kepler-130,Transit,2014.0,87.517905,,1.64,,316.663,False
Kepler-131 c,Kepler-131,Transit,2014.0,25.5169,8.25,0.84,,228.678,False
Kepler-156 c,Kepler-156,Transit,2014.0,15.906801,,2.55,,443.483,False
Kepler-405 c,Kepler-405,Transit,2014.0,29.726682,,4.66,,1065.08,False
Kepler-405 b,Kepler-405,Transit,2014.0,10.613839,,2.08,,1065.08,False
Kepler-134 c,Kepler-134,Transit,2014.0,10.105785,,1.26,,334.797,False
Kepler-135 c,Kepler-135,Transit,2014.0,11.448708,,1.16,,621.855,False
Kepler-406 c,Kepler-406,Transit,2014.0,4.62332,2.71,0.85,,364.03,False
Kepler-140 c,Kepler-140,Transit,2014.0,91.353282,,1.8,,583.859,False
Kepler-149 c,Kepler-149,Transit,2014.0,55.328328,,1.61,,571.034,False
Kepler-150 b,Kepler-150,Transit,2014.0,3.428054,,1.25,,891.092,False
Kepler-164 b,Kepler-164,Transit,2014.0,5.03503,,1.41,,890.758,False
Kepler-169 b,Kepler-169,Transit,2014.0,3.250619,,1.13,,406.529,False
Kepler-169 d,Kepler-169,Transit,2014.0,8.348125,,1.25,,406.529,False
Kepler-169 f,Kepler-169,Transit,2014.0,87.090195,,2.58,,406.529,False
Kepler-171 d,Kepler-171,Transit,2014.0,39.595519,,1.89,,863.855,False
Kepler-172 e,Kepler-172,Transit,2014.0,35.118736,,2.76,,828.592,False
Kepler-174 d,Kepler-174,Transit,2014.0,247.35373,,2.19,,384.757,False
Kepler-191 b,Kepler-191,Transit,2014.0,9.939632,,1.34,,594.464,False
Kepler-117 c,Kepler-117,Transit,2014.0,50.790391,584.78,12.341,704.0,1455.57,False
Kepler-194 d,Kepler-194,Transit,2014.0,52.814973,,2.4,,1097.97,False
Kepler-195 c,Kepler-195,Transit,2014.0,34.096863,,1.55,,652.051,False
Kepler-197 e,Kepler-197,Transit,2014.0,25.209715,,0.91,,330.575,False
Kepler-222 b,Kepler-222,Transit,2014.0,3.936981,,3.16,,758.854,False
Kepler-163 c,Kepler-163,Transit,2014.0,21.347262,,2.26,,689.814,False
Kepler-223 d,Kepler-223,Transit,2014.0,14.78869,8.0,5.24,,1859.71,False
Kepler-224 c,Kepler-224,Transit,2014.0,5.925003,,3.12,,782.088,False
Kepler-225 c,Kepler-225,Transit,2014.0,18.794234,,1.84,,561.101,False
Kepler-164 c,Kepler-164,Transit,2014.0,10.945723,,2.73,,890.758,False
Kepler-179 c,Kepler-179,Transit,2014.0,6.40013,,2.0,,605.68,False
Kepler-165 b,Kepler-165,Transit,2014.0,8.180848,,2.32,,560.885,False
Kepler-194 c,Kepler-194,Transit,2014.0,17.308032,,2.59,,1097.97,False
Kepler-226 c,Kepler-226,Transit,2014.0,5.349555,,2.27,,980.138,False
Kepler-195 b,Kepler-195,Transit,2014.0,8.307872,,2.03,,652.051,False
Kepler-227 b,Kepler-227,Transit,2014.0,9.488015,,3.11,,1083.06,False
Kepler-153 b,Kepler-153,Transit,2014.0,18.870227,,2.92,,459.368,False
Kepler-228 d,Kepler-228,Transit,2014.0,11.094286,,4.04,,1644.61,False
Kepler-229 c,Kepler-229,Transit,2014.0,16.068638,,4.92,,826.265,False
Kepler-230 b,Kepler-230,Transit,2014.0,32.625555,,4.26,,740.754,False
Kepler-347 c,Kepler-347,Transit,2014.0,27.320871,,1.75,,1298.88,False
Kepler-202 b,Kepler-202,Transit,2014.0,4.069427,,1.63,,285.111,False
Kepler-348 c,Kepler-348,Transit,2014.0,17.265427,,1.33,,570.783,False
Kepler-203 b,Kepler-203,Transit,2014.0,3.162697,,2.57,,703.302,False
Kepler-170 b,Kepler-170,Transit,2014.0,7.930592,,3.2,,738.657,False
Kepler-154 b,Kepler-154,Transit,2014.0,33.040532,,2.26,,915.212,False
Kepler-204 b,Kepler-204,Transit,2014.0,14.400974,,2.53,,686.723,False
Kepler-171 b,Kepler-171,Transit,2014.0,4.166972,,2.34,,863.855,False
Kepler-359 d,Kepler-359,Transit,2014.0,77.095691,,4.01,,1443.21,False
Kepler-172 b,Kepler-172,Transit,2014.0,2.940309,,2.35,,828.592,False
Kepler-205 b,Kepler-205,Transit,2014.0,2.75564,,1.51,,159.72,False
Kepler-242 b,Kepler-242,Transit,2014.0,8.20395,,2.61,,600.241,False
Kepler-361 b,Kepler-361,Transit,2014.0,8.486616,,1.45,,930.32,False
Kepler-206 c,Kepler-206,Transit,2014.0,13.137471,,1.77,,594.447,False
Kepler-362 b,Kepler-362,Transit,2014.0,10.327186,,0.88,,1090.51,False
Kepler-173 c,Kepler-173,Transit,2014.0,8.005777,,2.43,,833.165,False
Kepler-365 c,Kepler-365,Transit,2014.0,17.784129,,1.64,,1038.99,False
Kepler-152 b,Kepler-152,Transit,2014.0,18.207973,,2.79,,441.09,False
Kepler-196 b,Kepler-196,Transit,2014.0,20.739886,,1.9,,451.312,False
Kepler-243 b,Kepler-243,Transit,2014.0,5.715442,,2.45,,693.86,False
Kepler-296 e,Kepler-296,Transit,2014.0,34.14211,,1.53,,,False
Kepler-354 c,Kepler-354,Transit,2014.0,16.934402,,1.31,,554.064,False
Kepler-389 c,Kepler-389,Transit,2014.0,14.51143,,1.46,,816.559,False
Kepler-207 d,Kepler-207,Transit,2014.0,5.868075,,3.31,,875.519,False
Kepler-244 b,Kepler-244,Transit,2014.0,4.311792,,2.76,,1036.49,False
Kepler-245 b,Kepler-245,Transit,2014.0,7.49019,,2.57,,861.527,False
Kepler-208 b,Kepler-208,Transit,2014.0,4.22864,,1.63,,775.328,False
Kepler-209 b,Kepler-209,Transit,2014.0,16.087845,,2.26,,576.946,False
Kepler-246 b,Kepler-246,Transit,2014.0,4.60182,,2.34,,626.078,False
Kepler-144 b,Kepler-144,Transit,2014.0,5.885273,,1.33,,384.917,False
Kepler-160 c,Kepler-160,Transit,2014.0,13.699429,,3.76,,937.013,False
Kepler-247 c,Kepler-247,Transit,2014.0,9.439452,,4.09,,663.711,False
Kepler-161 b,Kepler-161,Transit,2014.0,4.921355,,2.12,,434.632,False
Kepler-184 b,Kepler-184,Transit,2014.0,10.687576,,2.36,,610.326,False
Kepler-210 c,Kepler-210,Transit,2014.0,7.972513,,3.62,,232.75,False
Kepler-211 c,Kepler-211,Transit,2014.0,6.04045,,1.29,,309.353,False
Kepler-212 c,Kepler-212,Transit,2014.0,31.805174,,2.74,,687.194,False
Kepler-120 b,Kepler-120,Transit,2014.0,6.312501,,2.15,,388.63,False
Kepler-121 b,Kepler-121,Transit,2014.0,3.177422,,2.34,,510.523,False
Kepler-248 c,Kepler-248,Transit,2014.0,16.239494,,4.07,,738.792,False
Kepler-249 c,Kepler-249,Transit,2014.0,7.113702,,1.51,,190.401,False
Kepler-162 c,Kepler-162,Transit,2014.0,19.446355,,3.03,,855.641,False
Kepler-185 c,Kepler-185,Transit,2014.0,20.729042,,2.02,,466.735,False
Kepler-174 b,Kepler-174,Transit,2014.0,13.98179,,1.96,,384.757,False
Kepler-175 b,Kepler-175,Transit,2014.0,11.903515,,2.56,,1312.34,False
Kepler-176 c,Kepler-176,Transit,2014.0,12.759712,,2.6,,527.321,False
Kepler-186 c,Kepler-186,Transit,2014.0,7.267302,,1.25,,177.594,False
Kepler-55 d,Kepler-55,Transit,2014.0,2.211099,,1.59,,578.796,False
Kepler-118 c,Kepler-118,Transit,2014.0,20.17202,,7.68,,574.228,False
Kepler-166 b,Kepler-166,Transit,2014.0,7.650254,,2.27,,603.53,False
Kepler-180 c,Kepler-180,Transit,2014.0,41.885775,,3.01,,695.65,False
Kepler-181 c,Kepler-181,Transit,2014.0,4.302149,,1.99,,609.283,False
Kepler-182 c,Kepler-182,Transit,2014.0,20.684342,,3.43,,1549.09,False
Kepler-231 c,Kepler-231,Transit,2014.0,19.271566,,1.93,,316.618,False
Kepler-197 c,Kepler-197,Transit,2014.0,10.349695,,1.23,,330.575,False
Kepler-155 b,Kepler-155,Transit,2014.0,5.931194,,2.09,,293.499,False
Kepler-100 c,Kepler-100,Transit,2014.0,12.8159,7.05,2.2,,304.645,False
Kepler-232 b,Kepler-232,Transit,2014.0,4.431222,,3.08,,1349.13,False
Kepler-233 b,Kepler-233,Transit,2014.0,8.472382,,2.43,,856.417,False
Kepler-156 b,Kepler-156,Transit,2014.0,4.973456,,2.3,,443.483,False
Kepler-234 c,Kepler-234,Transit,2014.0,7.21205,,3.51,,1733.1,False
Kepler-146 c,Kepler-146,Transit,2014.0,76.732171,,3.13,,716.797,False
Kepler-158 c,Kepler-158,Transit,2014.0,28.551383,,1.9,,315.177,False
Kepler-150 d,Kepler-150,Transit,2014.0,12.56093,,2.79,,891.092,False
Kepler-159 c,Kepler-159,Transit,2014.0,43.595792,,3.41,,373.744,False
Kepler-202 c,Kepler-202,Transit,2014.0,16.282493,,1.85,,285.111,False
Kepler-203 c,Kepler-203,Transit,2014.0,5.370647,,2.47,,703.302,False
Kepler-170 c,Kepler-170,Transit,2014.0,16.665863,,2.86,,738.657,False
